[2025-04-01 13:43:48] Email script manager started.
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:07:31] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:08:31] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:09:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:09:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:09:31] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:09:31] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:09:32] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:10:32] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:11:32] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:12:32] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-04-01 16:12:33] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-04-01 16:13:33] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
